text,brand,sentiment,sentiment_simple,parent_brand
"i guess i should say i told you so!
apple is opening up a temporary store in downtown austin for #sxsw &amp; ipad 2 launch {link}",Apple,No emotion toward brand or product,Neutral,Apple
#ipad art show at @mention just in time for #sxsw check it out you interactive fools,iPad,Positive emotion,Positive,Apple
"mayer now showcasing 'google places with hotpot', a restaurants-rating tool. hello, mobile advertising/check-ins push. #sxsw",Google,No emotion toward brand or product,Neutral,Google
"danger of sitting on floor and charging your laptop, ipod, iphone, etc is the dreaded &quot;dead butt&quot;. damn those tingles. #sxsw #sxnewworlds",Apple,No emotion toward brand or product,Neutral,Apple
ipad is a slow resting heartrate  #tapworthy #sxsw #gsdm about leisure vs quick results on iphone,Apple,I can't tell,Neutral,Apple
ûï@mention so @mention just spilled the beans: next platform for flipboard is the iphone. team started working on it. #sxflip #sxsw #sxswiû,Apple,No emotion toward brand or product,Neutral,Apple
ûï@mention so @mention just spilled the beans: next platform for flipboard is the iphone. team started working on it. #sxflip #sxsw #sxswiû gr8!,Apple,Positive emotion,Positive,Apple
@mention  so #jealous of you. #sxsw &amp; you have the new ipad?!,iPad,Positive emotion,Positive,Apple
impressed so far with the ipad 2's slim form and &quot;instant on&quot;-ness that i've seen. haven't tried one myself yet. #sxsw #sxswi,iPad,Positive emotion,Positive,Apple
there are so many ppl w/ apple products at #sxsw - i think my head is about to explode! (this message brought to you via iphone),Apple,Positive emotion,Positive,Apple
#apple is so smart to open a pop-up store in #austin while #sxsw crowd's there.,Apple,Positive emotion,Positive,Apple
q: why do social sites like delicious often have better results than google or bing? #qagb #sxsw,Google,Negative emotion,Negative,Google
ipad 2 is sold-out and 70% were 1st time users #sxsw,iPad,Positive emotion,Positive,Apple
we've got some exciting things that we'll be showing off at #sxsw this year: including drag and drop store management on your iphone,iPhone,Positive emotion,Positive,Apple
wonder if some geeks have google's marissa mayer's poster on their walls? #sxsw,Google,No emotion toward brand or product,Neutral,Google
talked to some great developers at the android meetup. looking forward to working with them. #sxsw #android #androidsxsw,Android,Positive emotion,Positive,Google
so we had some information from @mention this morning that an apple store is getting build at #sxsw for two weeks.  ipad2 love? - jealous!,Apple,Positive emotion,Positive,Apple
i've seen some of the best ipad cases ever here at #sxsw - i'm starting to transfer a bit of my book fetishism to ipads slowly but surely.,iPad,Positive emotion,Positive,Apple
the #ipad spambots are ramping up #ipad2 #apple #free #offers #sxsw #spammers #goaway,Apple,No emotion toward brand or product,Neutral,Apple
ûï@mention spotted at #sxsw: man in need of an ipad (2?) ûò {link} #sxswiû man in need should go to sxsw apple store,iPad,Positive emotion,Positive,Apple
i need to start downloading more apps on my ipad and play with them for inspiration. what are your favorites? #uxdes #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
they just started bringing out the crowd baracades at the #sxsw popup apple store.  {link},Apple,No emotion toward brand or product,Neutral,Apple
the queue starts early at the #sxsw apple pop-up shop: {link},Apple,No emotion toward brand or product,Neutral,Apple
check out staying alive: can indie iphone game development survive? at #sxsw #stayingalive,Apple,No emotion toward brand or product,Neutral,Apple
"there are still ipad 2s to be had, at least at the #sxsw pop-up apple store. @mention just bought one.",iPad,Positive emotion,Positive,Apple
ûï@mention stop by and let us make you a custom iphone case! #zazzlesxsw #sxsw #sxswi {link}  {link},Apple,No emotion toward brand or product,Neutral,Apple
the apple store at #sxsw is almost sell out...,Apple,No emotion toward brand or product,Neutral,Apple
the apple store in austin and 100 people taking a pic of it. #ipad2 #sxsw {link},Apple,Positive emotion,Positive,Apple
"oh, apple store...you look so at home here in downtown austin #sxsw #sxtxstate @mention apple store, sxsw {link} #photo",Apple,Positive emotion,Positive,Apple
they'd be stupid not to. // apple is opening a temporary store in austin for #sxsw &amp; the ipad 2 launch {link} (via @mention,Apple,Positive emotion,Positive,Apple
great new support for web fonts @mention here at #sxsw #google,Other Google product or service,Positive emotion,Positive,Google
so  #sxsw supposedly has a mobile apple store that will pop up and open at 3 ish?,Apple,No emotion toward brand or product,Neutral,Apple
just what sxsw needed. more lines! apple to open temporary store in downtown austin for #sxsw and the ipad 2 launch bit.ly/g03mzb,Apple,No emotion toward brand or product,Neutral,Apple
ûï@mention sxsw official iphone app here: {link}  enjoy!  #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"{link} at sxsw, apple schools the marketing experts #sxsw",Apple,Positive emotion,Positive,Apple
the great talk of @mention must be the only one at #sxsw that didn't mention apple!,Apple,Positive emotion,Positive,Apple
catch our talk on text-to-speech for android &amp; chrome at the league of extraordinary hackers. {link} #sxsw,Google,No emotion toward brand or product,Neutral,Google
"you guys, tall-tee ipad hoodies are in at #sxsw  you heard it here first!  {link}",Apple,No emotion toward brand or product,Neutral,Apple
.@mention team android at #sxsw party details {link} &lt;---note video of @mention showing how close rainey st is to acc,Google,No emotion toward brand or product,Neutral,Google
there's a temporary sxsw apple store in austin. true. let it sink in. #corporate #hipster #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"just read that #apple will be at #sxsw selling ipad 2 on release day. good lord, the vortex of smugness that day may be unbearable.",Apple,Negative emotion,Negative,Apple
need: app that alerts me of more #ipads in palo alto.  i'm convinced that #apple shipped the majority of them to the pop-up store at #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
for those that can't wait. 6th and congress get ur ipad 2. rt @mention apple opening pop-up store in austin for #sxsw tcrn.ch/eb5fjs,Apple,No emotion toward brand or product,Neutral,Apple
is it bad that i just want to go home and read my google reader feed? #geek #sxsw,Other Google product or service,Positive emotion,Positive,Google
"actually, that's 150m of google maps on mobile ûò not including desktop #sxsw",Google,No emotion toward brand or product,Neutral,Google
hahahahah that's funny rt @mention never seen so many heads turn at one point. someone from #apple asks a question to reid hoffman #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
anyone at the @mention @mention show have an iphone charger? need to tweet jokes about beards/text ppl to make them jealous. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
following the @mention #leanux panel from #sxsw on realtime on google docs {link} thanks to @mention,Google,No emotion toward brand or product,Neutral,Google
for being the &quot;interactive&quot; portion of #sxsw people sure aren't interacting much #iphone #istoned #tweetaholic #tech #tweetanonymous #addict,Apple,No emotion toward brand or product,Neutral,Apple
pics from the #apple #ipad2 line at #sxsw #fb  {link} {link} http://t.co/26svo3m,Apple,No emotion toward brand or product,Neutral,Apple
check out the #dokobots game from @mention for iphone and android.  seems pretty cool. #geogames #sxsw #tmsxsw,iPad or iPhone App,Positive emotion,Positive,Apple
ûï@mention the 10 most dangerous iphone apps. {link}  @mention,Apple,No emotion toward brand or product,Neutral,Apple
ûï@mention the 10 most dangerous iphone apps. #sxsw {link},iPad or iPhone App,Negative emotion,Negative,Apple
word from the austin apple pop up store setup crew is 5pm tom open. ill be there #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
view from the back of the line to get into league of extraordinary hackers #google event #sxsw {link},Google,No emotion toward brand or product,Neutral,Google
hopefully the best thing that comes from #sxsw isn't the fact people flew to austin to pick up an ipad.,iPad,Positive emotion,Positive,Apple
so what's the best #sxsw mobile app (android!) app to make the panel and party agenda. offline use get a +,Google,No emotion toward brand or product,Neutral,Google
following the bing/google seo session #qagb at #sxsw and my buddy @mention #seo,Google,No emotion toward brand or product,Neutral,Google
following the buzz? (hee hee) - google drip feeding information about facebook rival: #circles #sxsw,Google,No emotion toward brand or product,Neutral,Google
phrase of the day iphone ready android coming #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
"goals for the day:  knock out government talks, install android sdk,  &amp; pray that the #sencha/#phonegap workshop does #android too #sxsw",Google,No emotion toward brand or product,Neutral,Google
first day the exhibit hall is open at #sxsw! stop by the #emc booth to enter to win an ipad 2! @mention @mention,iPad,Positive emotion,Positive,Apple
check out the free sxsw sampler on itunes! {link} #sxsw,Other Apple product or service,Positive emotion,Positive,Apple
audioboo: the front of the apple ipad 2 queue {link} #sxsw #sxswsa #apple #ipad2 #austin #texas,Apple,No emotion toward brand or product,Neutral,Apple
following the google/bing qa session at #sxsw.  great insights for webmasters #qagb,Google,Positive emotion,Positive,Google
.@mention the ipad dj is setting up at @mention #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
ûï@mention the ipad 2 takes over #sxsw [video]: {link} via mashableû,Apple,No emotion toward brand or product,Neutral,Apple
sxsw ppl: the ipad 3 will be released before you're home and have unpacked. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
unloading the ipads  {link} #sxsw #apple #ipad2,Apple,No emotion toward brand or product,Neutral,Apple
